"k","max_depth","f1_score"
10,"3",0.0810810810810811
10,"3",0
10,"3",0.0277777777777778
10,"3",0.0810810810810811
10,"3",0.0547945205479452
10,"3",0
10,"3",0.0277777777777778
10,"3",0.0810810810810811
10,"3",0
10,"3",0.0810810810810811
10,"3",0.0547945205479452
10,"3",0
10,"3",0
10,"3",0.0277777777777778
10,"3",0
10,"3",0
10,"3",0
10,"3",0.0547945205479452
10,"3",0
10,"3",0
10,"3",0.0547945205479452
10,"3",0
10,"3",0.028169014084507
10,"3",0
10,"3",0
10,"3",0.0277777777777778
10,"3",0
10,"3",0.028169014084507
10,"3",0
10,"3",0
10,"3",0.0555555555555556
10,"3",0.0277777777777778
10,"3",0
10,"3",0
10,"3",0.0277777777777778
10,"3",0.0277777777777778
10,"3",0.0277777777777778
10,"5",0.30952380952381
10,"5",0.444444444444444
10,"5",0.386363636363636
10,"5",0.348837209302326
10,"5",0.367816091954023
10,"5",0.422222222222222
10,"5",0.417582417582418
10,"5",0.386363636363636
10,"5",0.386363636363636
10,"5",0.352941176470588
10,"5",0.329411764705882
10,"5",0.422222222222222
10,"5",0.422222222222222
10,"5",0.386363636363636
10,"5",0.313253012048193
10,"5",0.43956043956044
10,"5",0.367816091954023
10,"5",0.421052631578947
10,"5",0.422222222222222
10,"5",0.271604938271605
10,"5",0.386363636363636
10,"5",0.4
10,"5",0.289156626506024
10,"5",0.387096774193548
10,"5",0.422222222222222
10,"5",0.426966292134831
10,"5",0.461538461538462
10,"5",0.422222222222222
10,"5",0.404494382022472
10,"5",0.268292682926829
10,"5",0.386363636363636
10,"5",0.181818181818182
10,"5",0.348837209302326
10,"5",0.390804597701149
10,"5",0.422222222222222
10,"5",0.43956043956044
10,"5",0.367816091954023
10,"5",0.422222222222222
10,"5",0.468085106382979
10,"5",0.505263157894737
10,"5",0.520833333333333
10,"5",0.386363636363636
10,"5",0.367816091954023
10,"5",0.456521739130435
10,"5",0.372093023255814
10,"5",0.386363636363636
10,"5",0.386363636363636
10,"5",0.313253012048193
10,"5",0.43956043956044
10,"5",0.422222222222222
10,"5",0.426966292134831
10,"5",0.329411764705882
10,"5",0.367816091954023
10,"5",0.439560439560439
10,"5",0.404494382022472
10,"5",0.352941176470588
10,"5",0.456521739130435
10,"5",0.5
10,"5",0.386363636363636
10,"5",0.305882352941176
10,"5",0.329411764705882
10,"5",0.367816091954023
10,"5",0.404494382022472
10,"5",0.285714285714286
10,"5",0.372093023255814
10,"5",0.386363636363636
10,"5",0.456521739130435
10,"5",0.386363636363636
10,"5",0.292682926829268
10,"5",0.48936170212766
10,"5",0.404494382022472
10,"5",0.478260869565217
10,"5",0.48936170212766
10,"5",0.386363636363636
10,"5",0.404494382022472
